compound,flat_state
Ir2 Sb1 Ti1,0
Pt2 Sb1 Sn1,1
Ta2 Tl1 V1,1
Li2 Rh1 Zr1,0
Pb2 Se1 Tc1,1
Li2 Ni1 Pb1,1
Ir2 Sn1 Zr1,1
In2 Ti1 Tl1,1
Si2 Ta1 Tl1,1
Be2 Cd1 Cu1,1
Co2 Fe1 K1,0
Hf2 Mg1 Si1,1
Al2 K1 Rh1,1
Fe2 Se1 Zr1,1
Al2 Mn1 Ru1,1
Ag2 Re1 Te1,1
Ca2 Mg1 W1,0
Be2 Cl1 Pd1,1
B2 Ba1 Sn1,0
Cr2 Sr1 Ta1,0
Br2 Ga1 Tl1,1
Hg2 Ni1 Sr1,0
Hg2 Se1 Te1,0
P2 Ru1 Zr1,1
Cu2 Sr1 Tl1,1
Re2 Tc1 Zr1,1
Au2 Pt1 Se1,1
Al2 As1 B1,1
Os2 Re1 Tl1,1
Ga2 Mg1 Tl1,1
Fe2 In1 Sn1,1
B2 Mg1 Mo1,1
Cu2 K1 Zn1,1
Br2 Ge1 P1,1
In2 Ir1 P1,1
Au2 In1 Zn1,1
Li2 Pd1 Re1,0
Mo2 Si1 Zn1,1
Al2 Mn1 Rh1,1
Co2 Mo1 Nb1,1
B2 Na1 Se1,1
As2 Ga1 Tc1,1
Co2 Rh1 Tc1,1
Fe2 Mn1 Tc1,1
Ir2 Mn1 Ni1,1
Ca2 P1 Sr1,0
Ru2 Tl1 Zr1,1
Cu2 Fe1 Mg1,1
Mg2 Ni1 W1,1
Al2 Ir1 Mo1,1
As2 Ir1 Tl1,1
B2 Cr1 Ni1,0
Ga2 Os1 Ru1,1
Au2 Hg1 Li1,0
Ni2 Pt1 W1,1
Ba2 Mg1 Pb1,0
Fe2 Si1 Zn1,1
Ga2 Tl1 V1,1
Al2 Ba1 P1,1
Hg2 Mo1 Re1,1
Ga2 Re1 Sr1,1
In2 Li1 Si1,1
Cd2 Mo1 Pt1,0
K2 Pd1 Te1,1
Br2 Cr1 Mn1,1
Fe2 Sb1 Te1,0
Os2 Se1 Si1,0
B2 Cr1 Si1,0
Be2 Fe1 Te1,1
Cl2 Rh1 Sb1,1
Bi2 Nb1 Pt1,0
Ge2 Se1 Ti1,1
As2 Cd1 Rh1,1
Cl2 Se1 Si1,0
Na2 Pb1 V1,0
Hf2 Pd1 Pt1,1
Be2 Cd1 K1,1
Mg2 Se1 Sn1,0
K2 Si1 Ti1,1
Na2 Ru1 V1,0
Ca2 Sr1 Zr1,1
Br2 Cl1 Ru1,0
Fe2 P1 Zn1,1
As2 Hg1 Ni1,1
Ru2 Sn1 Zr1,1
Ca2 Pt1 Se1,0
Au2 Hf1 Pd1,1
Hf2 Os1 Sr1,1
B2 Hf1 Ir1,1
Au2 Os1 Ta1,1
Cd2 Ni1 Ti1,0
Bi2 Ca1 Cd1,1
Li2 Pd1 Tl1,0
Ir2 Tc1 Zn1,1
K2 Ru1 V1,1
Li2 Sn1 Tc1,0
Co2 Sn1 W1,1
Cl2 Cu1 Fe1,1
Cu2 Si1 Zn1,1
Nb2 P1 Pb1,0
Cl2 Ir1 Sr1,1
Co2 Se1 Si1,1
B2 Bi1 Zn1,1
Ag2 Co1 Na1,0
Mg2 Nb1 Sb1,1
Ir2 Na1 Zr1,1
Au2 Ru1 Si1,1
Fe2 Na1 Ru1,1
Hf2 Pd1 Rh1,1
Be2 Ni1 Pd1,1
P2 Ru1 Tl1,1
Au2 Mo1 Pd1,1
Ba2 Bi1 Nb1,0
Na2 Si1 Zn1,1
Ba2 Bi1 Re1,0
Br2 Cd1 In1,0
As2 Sb1 Zn1,1
Ga2 Sb1 Sr1,1
Be2 Mn1 Te1,1
Cu2 Ir1 Nb1,1
Ag2 Cu1 Pt1,0
Cr2 Hf1 Mg1,0
Hg2 Rh1 Ta1,1
B2 Ga1 Se1,1
Be2 Re1 Sr1,0
Ca2 Li1 Ta1,1
Re2 Ru1 V1,1
Mg2 Rh1 Zr1,0
Al2 Ir1 Sn1,1
Bi2 Pb1 Pd1,1
In2 Ni1 Os1,0
Co2 Pb1 Ta1,1
Mn2 Na1 Ni1,0
Ag2 Mo1 Pb1,1
Cd2 Ni1 Pt1,0
Li2 Pb1 Pd1,0
Al2 B1 Pd1,1
Ge2 Mo1 Si1,1
Au2 Cl1 Ga1,1
B2 Cl1 V1,1
Be2 Ru1 Tc1,1
Ga2 Sb1 Ti1,1
Cu2 Hf1 Pb1,1
Ir2 Ru1 Tc1,1
Ga2 Hg1 Ru1,1
Au2 Na1 Sb1,1
Br2 Cl1 Ta1,1
Rh2 Sr1 Ti1,1
Cu2 In1 Ti1,1
K2 Li1 Pb1,1
Bi2 Fe1 Mn1,1
Ca2 Pt1 V1,0
Li2 Mn1 Sr1,1
Fe2 Li1 Sn1,1
Al2 Na1 Re1,1
Co2 K1 Rh1,0
Nb2 Ni1 Ru1,0
Li2 Rh1 Sr1,1
B2 Ge1 Pb1,1
Ga2 Nb1 Se1,1
As2 Ir1 Sr1,1
Pt2 Re1 Sn1,1
Br2 Mn1 Ta1,1
Cd2 Cu1 Fe1,0
Cl2 Ti1 V1,1
Be2 Os1 Ta1,1
Ba2 Br1 K1,1
Au2 Ni1 V1,1
Sn2 Ta1 Ti1,1
Ru2 Sb1 V1,0
Hg2 Pd1 Sn1,0
Co2 Mn1 W1,1
Br2 Cl1 Sn1,1
B2 Os1 V1,1
Be2 Cu1 Hg1,1
Na2 Se1 Si1,0
Mg2 Nb1 Ti1,1
Ni2 Pb1 Pt1,1
Co2 Cr1 Te1,1
Au2 Cu1 W1,1
Br2 Re1 Te1,1
Fe2 Hg1 V1,1
Ir2 Os1 V1,1
Cd2 Se1 Tc1,0
Cr2 Mo1 Pt1,1
Br2 Mo1 Sn1,1
Cd2 Ge1 Pt1,0
Ca2 Cr1 Ge1,0
Ba2 Nb1 Re1,0
Nb2 Tc1 Zr1,1
B2 Ca1 Ge1,1
Be2 Ta1 Te1,1
Be2 In1 Os1,1
Cu2 In1 Mn1,1
B2 Ta1 W1,1
Cr2 Ga1 Sn1,1
Cd2 Pd1 Tc1,0
Pd2 Se1 Ta1,1
Mg2 Pd1 Si1,1
Co2 Cu1 Tl1,1
Be2 Ga1 Pd1,1
Ga2 Ir1 Sn1,1
Mn2 Sn1 Zr1,1
Ni2 Sb1 V1,0
Mo2 Pb1 Ru1,1
Au2 Ga1 K1,0
Bi2 Cd1 W1,1
Al2 Fe1 Mo1,1
Au2 Mn1 V1,1
Be2 Li1 Na1,1
Cd2 Ta1 Tl1,0
B2 Pd1 Sn1,1
B2 Re1 Zn1,1
Be2 Ir1 Tl1,1
Ga2 Pd1 Sb1,1
Cl2 Re1 Ti1,0
Al2 Cr1 Pt1,1
Ca2 Fe1 Ge1,0
Cr2 Fe1 In1,1
Mn2 Tc1 Te1,0
Be2 Cl1 Hf1,0
Bi2 Rh1 W1,1
Ca2 Ta1 Tc1,0
Pb2 V1 Zr1,1
Sn2 V1 Zr1,1
Ge2 Ir1 Nb1,0
Li2 Na1 Pt1,1
As2 Ca1 K1,1
Nb2 Os1 Zr1,1
Au2 Ca1 Zr1,0
Ag2 Be1 Nb1,1
Pb2 Sb1 Si1,1
Br2 Mn1 Sr1,0
Al2 Br1 Na1,0
Br2 Ca1 V1,1
Au2 Co1 V1,1
Re2 Sn1 Ti1,1
Co2 Mn1 Zr1,1
As2 Cu1 Hg1,1
Ba2 Bi1 Rh1,0
Au2 Os1 Zr1,1
Ba2 Li1 Sr1,1
Al2 Pd1 Sn1,1
Li2 P1 Rh1,1
Al2 Ru1 Sb1,1
Al2 Co1 Pd1,1
Nb2 Si1 Tc1,0
Ga2 Ge1 Mg1,1
As2 Hg1 Mn1,1
Ga2 Ti1 Tl1,1
Hf2 In1 Mo1,1
Ca2 In1 K1,1
Fe2 Ge1 Rh1,1
Os2 Tl1 W1,1
Os2 Rh1 Tc1,1
Cu2 Ni1 Sn1,1
Ni2 Ru1 Tl1,1
Ga2 Re1 V1,1
Ba2 Li1 Mo1,1
Co2 Ge1 Rh1,1
Be2 Ge1 Ru1,1
B2 N1 Rb1,1
As2 Ga1 Mo1,1
Na2 P1 Se1,0
Co2 Mn1 Ni1,1
Al2 Fe1 Rh1,1
Au2 Ba1 Br1,1
Al2 As1 Se1,1
Bi2 Cr1 Re1,1
Ni2 Pt1 Tc1,1
Ag2 Ga1 Te1,1
Al2 Os1 Ru1,1
Cr2 Hg1 Pt1,1
Ag2 Br1 Mg1,0
As2 Ca1 Te1,1
Ba2 Nb1 Zr1,0
B2 Ni1 W1,1
Ba2 Ir1 Zn1,0
Ge2 Hf1 V1,1
Ag2 Ba1 K1,1
Hg2 Pb1 Si1,0
B2 Cl1 Cr1,1
B2 Ge1 In1,1
Bi2 Hg1 P1,1
Br2 Nb1 Ni1,1
Al2 Ga1 In1,1
Br2 Ga1 Hf1,1
K2 Mg1 Tl1,1
Hg2 Pb1 Ru1,1
Ge2 Li1 Si1,1
Br2 Si1 Tl1,0
Be2 In1 Nb1,0
Al2 Ca1 Rh1,1
Ba2 Ni1 Sb1,0
Co2 Ga1 Na1,1
Ir2 Nb1 Zn1,0
Mg2 Se1 Tl1,1
Br2 Ga1 Ir1,1
Au2 Na1 Zr1,0
Ba2 Ge1 Mg1,0
Bi2 Ca1 Ta1,1
Ge2 Pb1 Pd1,1
Ir2 Na1 Sr1,0
Au2 Hg1 K1,1
Ni2 Sb1 Sr1,1
Mg2 Os1 Pd1,1
Al2 Sn1 Ta1,1
Ag2 Sr1 Te1,0
Cl2 Pd1 Rh1,1
Ge2 Hg1 Nb1,1
Be2 Hg1 W1,1
In2 Mn1 V1,1
Al2 Ge1 Tc1,1
Ga2 Ge1 Re1,1
As2 Si1 V1,1
Ir2 Pd1 Ta1,1
Br2 P1 Tc1,1
Ba2 Ca1 Sn1,0
Au2 Ta1 Ti1,1
Au2 Ba1 Mn1,0
Cr2 Li1 Zr1,0
As2 Ca1 Co1,1
Hf2 K1 Pd1,0
Fe2 Ge1 Zn1,1
Ba2 Be1 Te1,0
Mg2 Ni1 Tl1,1
Cd2 P1 Ta1,0
Br2 Mo1 Tl1,0
B2 P1 Te1,0
Al2 Co1 Si1,1
B2 Co1 Sr1,0
Be2 Mo1 Pb1,1
Mg2 Pd1 Se1,1
Ag2 Br1 Te1,0
Bi2 Cd1 Fe1,1
Cd2 Os1 Pt1,0
Cl2 Nb1 Ta1,0
Ga2 In1 Pd1,1
Ca2 In1 V1,1
Ca2 Si1 Tc1,0
Cr2 Ir1 Rh1,1
Na2 Nb1 Pd1,0
Co2 Mo1 Na1,1
B2 Cu1 Pd1,1
Bi2 Mg1 Ni1,1
B2 Re1 Sr1,1
B2 Ge1 Os1,0
Ag2 Li1 Mg1,0
Ge2 Na1 Pb1,1
Li2 Re1 Te1,1
B2 Cu1 Na1,1
Ba2 Br1 Tc1,0
Al2 As1 Cr1,1
In2 Li1 Sn1,1
Cd2 Cu1 Se1,0
Cr2 Se1 Ta1,1
Hf2 Si1 Ta1,1
Al2 B1 Tl1,1
Cl2 Rh1 Sr1,1
In2 Pd1 Zn1,1
Cd2 Ga1 P1,0
Br2 Ca1 Cl1,1
Hg2 Se1 V1,0
Fe2 Re1 Ru1,1
Ca2 Os1 Sb1,1
Ba2 Nb1 Rh1,0
In2 P1 Tc1,1
Ni2 Ti1 W1,1
Nb2 Pb1 V1,0
Te2 Tl1 W1,1
B2 Ru1 Ti1,1
Na2 Rh1 Ta1,0
Cu2 Os1 Si1,1
Br2 Cr1 Zr1,1
Cd2 Hf1 Ru1,0
Br2 Ir1 Os1,1
Be2 Ru1 Se1,1
Ag2 Ga1 Ge1,1
Mg2 Re1 Ta1,1
B2 Hg1 Se1,1
Ti2 Tl1 Zn1,1
Ge2 Mg1 Tc1,1
Sb2 Ta1 Zn1,1
Ge2 Os1 Tc1,0
Te2 Ti1 W1,0
Ir2 Se1 Sr1,1
Bi2 Ga1 Os1,1
Ge2 Os1 Tl1,1
Cr2 Mn1 Zr1,1
Br2 Li1 Nb1,1
K2 Mg1 Ti1,1
Ca2 Mg1 Os1,0
Mg2 Na1 Ni1,0
In2 Mo1 Ti1,1
Si2 V1 Zn1,1
Ag2 Co1 Pd1,0
B2 Cu1 Fe1,0
Bi2 Cd1 Co1,1
Cl2 Na1 Tl1,1
Be2 Na1 Ta1,0
B2 Fe1 Pb1,1
B2 Ge1 Zn1,1
Ba2 Si1 V1,0
Al2 Pd1 Sb1,1
Hg2 K1 Sb1,0
Pb2 Re1 Te1,1
In2 K1 Sb1,0
Pb2 Sr1 W1,1
Br2 Co1 Mn1,1
B2 Cd1 Os1,1
Co2 Fe1 Re1,1
Hg2 Na1 Ta1,0
K2 Pd1 Zr1,1
Mg2 Ru1 Sr1,0
Ba2 Cl1 Ge1,0
Ba2 Ga1 Sb1,0
Tl2 Zn1 Zr1,1
Cd2 Ga1 Pt1,0
Al2 Co1 Cu1,1
Nb2 Sb1 Te1,0
B2 Ni1 Si1,0
Be2 Re1 Tl1,1
Ir2 Mo1 Pd1,1
Mg2 Tc1 Te1,1
Ca2 Na1 Sb1,0
Te2 Ti1 Zn1,1
Hg2 K1 Ni1,1
Cd2 Cu1 Tl1,0
Ge2 Si1 W1,1
B2 In1 Sr1,1
Bi2 Sb1 Zr1,1
Br2 Mo1 Zn1,0
Ba2 Si1 Ti1,0
Si2 V1 Zr1,1
Br2 Ni1 P1,1
Ag2 Cd1 Cr1,0
Cu2 Sr1 Zn1,0
Ir2 Mn1 Sb1,0
Nb2 Zn1 Zr1,1
Fe2 Na1 Os1,0
Os2 Pb1 Sr1,1
Pd2 Sn1 Ta1,1
Ga2 Se1 Ta1,1
Ga2 Mn1 Nb1,0
Cl2 Fe1 Rh1,1
Ba2 Mo1 Ta1,0
Ga2 Ir1 V1,1
Cl2 Mn1 Pd1,1
Fe2 Ir1 Sr1,0
Ge2 Tc1 V1,1
Br2 Sb1 Tl1,0
Au2 K1 Na1,1
Cd2 Co1 Zr1,0
Ba2 Ni1 Rh1,0
Au2 Ge1 In1,1
Pt2 Re1 Te1,1
B2 Cl1 Co1,1
B2 Ca1 Sn1,1
Cu2 Ti1 Tl1,1
Cr2 Ru1 Si1,1
Ca2 Ga1 Mn1,0
As2 Cu1 Zr1,1
Cl2 Cu1 Ir1,1
Ba2 Mo1 V1,0
B2 Os1 Sb1,0
Fe2 Mn1 Na1,0
Pt2 Si1 Tc1,1
Ba2 Hf1 W1,0
Ge2 P1 W1,1
Bi2 Br1 Pd1,1
Cr2 K1 Ru1,1
Mo2 Nb1 Ta1,1
Al2 Ca1 Cu1,1
Cd2 P1 Pt1,0
Cu2 Hf1 Pd1,1
Fe2 Ir1 V1,1
Fe2 K1 Mn1,0
Rh2 Tl1 Zn1,1
Cr2 Na1 Pt1,0
P2 Rh1 Tl1,1
In2 K1 Pt1,1
Ag2 Li1 Pt1,0
Be2 Br1 Li1,0
Cd2 Co1 Ti1,0
Ag2 Rh1 Se1,0
Cr2 Fe1 Zn1,1
As2 Hg1 Zr1,1
Cl2 K1 Sr1,0
Bi2 Mg1 Re1,1
Br2 Fe1 W1,1
Ba2 Be1 Zn1,1
Re2 Rh1 Si1,1
Cr2 Pb1 Tl1,1
Ba2 Cr1 Hg1,1
Br2 In1 Nb1,1
Au2 Fe1 Ga1,1
Mn2 Nb1 Zr1,1
Al2 Ca1 Zn1,1
Hf2 Mo1 Zn1,1
Cu2 Ir1 Ru1,1
Ca2 Cu1 V1,0
Ba2 Cu1 Sb1,0
Nb2 Rh1 Si1,0
Cr2 Li1 Mo1,1
Pd2 Te1 Tl1,1
B2 Ga1 Rh1,0
Co2 Fe1 Sn1,1
Au2 Cd1 Tl1,0
Ag2 As1 P1,1
Co2 Nb1 Se1,0
Ge2 Re1 V1,1
Ge2 Mg1 Pt1,1
Be2 Pd1 Tl1,1
Sb2 Si1 Zn1,1
Mo2 Se1 Ti1,1
Cr2 Ir1 Ni1,1
Ge2 Pb1 Si1,1
Co2 Cr1 Ge1,1
Au2 Be1 Se1,1
Mn2 Pb1 V1,1
Hf2 Os1 Tc1,1
Ga2 Ir1 Li1,1
Na2 P1 Sr1,0
Cu2 Li1 Ti1,0
Re2 Ta1 V1,1
Cr2 Nb1 Ti1,1
Mn2 Sb1 Si1,0
As2 Cd1 Cu1,1
Al2 Mo1 W1,1
Cl2 Ge1 Rh1,1
Cu2 Na1 Rh1,0
Tc2 Ti1 Zn1,1
Ge2 Na1 Zn1,0
Cd2 Co1 Ge1,0
As2 P1 Tl1,1
Ca2 Hg1 Na1,1
Mn2 Mo1 Si1,1
Li2 Ru1 Ta1,0
Hg2 In1 Te1,0
Na2 Sn1 Ti1,0
Cd2 Na1 Os1,0
Ba2 Cu1 Tc1,0
Be2 Bi1 W1,1
Al2 Mo1 Ru1,1
Fe2 Ru1 W1,1
Ni2 Ru1 Ta1,1
P2 Tc1 V1,0
Cd2 Se1 Ti1,0
Re2 Rh1 Sb1,1
Cu2 Ge1 Sb1,1
Ba2 Be1 Mn1,1
Bi2 Br1 K1,0
B2 Mg1 Pt1,1
Cd2 Ga1 V1,0
Al2 Mg1 Te1,1
In2 Ta1 V1,1
Cr2 Na1 Zr1,0
In2 K1 Pd1,1
Au2 Ni1 Sr1,0
Cd2 Pb1 Pt1,1
Ba2 Hf1 V1,0
Ir2 Mn1 V1,1
Au2 Pb1 Ti1,1
Cl2 Cr1 P1,1
Cl2 Ga1 Rh1,0
Ga2 Mg1 Sr1,0
Ba2 Mn1 Ru1,0
Be2 Hf1 Zn1,0
Ca2 Nb1 Se1,0
Mo2 Si1 Tl1,0
Au2 Bi1 In1,1
Ba2 Ir1 Mg1,0
Be2 Co1 Pb1,1
Pt2 Sn1 Tc1,1
K2 Mn1 V1,1
Cr2 Te1 Zn1,1
Ca2 Ga1 Li1,1
As2 Pd1 Pt1,1
B2 Ga1 Ti1,1
Mo2 Ni1 Ta1,1
K2 Os1 Sn1,1
Ca2 K1 Rh1,0
Br2 Cr1 Ga1,0
Al2 Hg1 Si1,1
Ir2 Pt1 Ru1,1
B2 Li1 Mg1,0
Cl2 Co1 Hf1,1
Ge2 Mo1 Te1,1
Bi2 Fe1 Mo1,0
Bi2 Tc1 Zn1,1
Se2 Si1 Te1,1
Ga2 K1 W1,1
Bi2 Sr1 Tc1,1
As2 Re1 Zn1,1
Hg2 Mg1 Ta1,0
Pd2 Tl1 W1,1
Ge2 Mo1 Rh1,1
Cl2 Nb1 W1,0
Cd2 Li1 Se1,0
Cl2 Os1 Sr1,0
Cl2 Hf1 Pt1,1
Ni2 P1 Se1,1
Rh2 Te1 W1,1
Be2 Cu1 Mn1,1
Al2 Re1 Tc1,1
Bi2 Pd1 Zn1,1
As2 K1 Nb1,1
As2 Sb1 Se1,1
Ru2 Si1 Ti1,0
P2 Rh1 W1,0
Bi2 Co1 Ti1,1
Au2 In1 Rh1,1
Be2 Cd1 Ru1,1
Cd2 Ga1 Ge1,0
Na2 Si1 Ta1,0
Ca2 Nb1 W1,1
Co2 Ga1 Ge1,1
Mg2 Ni1 Sb1,1
Ni2 Sb1 Zr1,1
Ag2 Fe1 K1,1
Ir2 Ni1 Os1,1
Mn2 Na1 Si1,1
Ga2 Mn1 Pd1,1
Be2 Br1 Si1,1
Hg2 Mg1 P1,0
Hg2 Pb1 Zn1,0
Bi2 Mo1 V1,1
Br2 Tl1 V1,0
Cd2 Cr1 Sr1,1
As2 Ca1 In1,1
Co2 Cr1 Sn1,1
Hg2 Ir1 Sr1,0
Re2 Rh1 Tc1,1
Hg2 Pd1 Tl1,0
Al2 Ba1 Pt1,1
Au2 B1 Os1,1
Br2 Ge1 Sr1,0
Na2 Os1 Sn1,0
As2 B1 Nb1,1
B2 In1 Tl1,1
Ag2 Si1 Zr1,1
Cd2 Pt1 V1,0
Ca2 Cr1 Fe1,0
Pt2 Si1 V1,1
Ga2 Mg1 Pd1,1
Cu2 Se1 Ta1,1
Al2 Be1 Li1,1
Au2 Be1 Li1,0
B2 Pb1 Rh1,1
Ca2 Mn1 Sr1,1
Sr2 Ta1 Tl1,0
Mg2 Si1 Ta1,1
Ag2 Ir1 W1,1
B2 Cr1 Hg1,1
In2 Nb1 Ru1,0
Li2 Na1 Te1,0
Fe2 Li1 Sr1,1
K2 Ni1 V1,1
B2 Ir1 Sb1,0
K2 Ru1 Sb1,1
Al2 Mo1 Re1,1
Na2 P1 Sn1,0
Sn2 Sr1 Ti1,0
Al2 Ca1 Na1,0
Au2 Mg1 W1,1
Li2 V1 W1,0
As2 Bi1 Mo1,1
Be2 Ge1 V1,1
Be2 Bi1 Rh1,1
Br2 Cr1 Ge1,1
Ge2 Mo1 V1,1
Ga2 Hf1 Si1,1
Ag2 Pb1 Sr1,0
Mg2 Mn1 Ni1,0
Ca2 Fe1 Mg1,0
Au2 Tc1 Te1,1
Ag2 Mo1 Pd1,0
B2 Sb1 Ti1,1
Al2 Ga1 P1,1
Ba2 Tc1 V1,0
Cl2 Ga1 Si1,1
Ag2 Be1 Li1,0
B2 Hg1 Pd1,1
As2 Cr1 P1,1
B2 Br1 Mo1,1
Cd2 Ge1 Ru1,0
Ag2 Fe1 Ni1,0
Bi2 Ca1 Tl1,1
Al2 Cu1 W1,1
Be2 Mo1 Sr1,0
Cr2 Hg1 K1,1
As2 B1 Se1,1
Cu2 Re1 Ta1,1
Ca2 Sb1 Zr1,0
Cl2 Co1 Si1,1
Ag2 Co1 Tl1,1
Fe2 Ru1 Sr1,0
Be2 Tc1 W1,1
Br2 Li1 Ni1,0
Cd2 Mo1 Na1,0
Ag2 Co1 Zn1,0
Ag2 Be1 K1,1
Ga2 In1 Re1,1
Al2 B1 Ir1,1
Au2 Ge1 Tl1,1
Ba2 Be1 Cd1,1
Cr2 P1 Si1,0
Cr2 Rh1 Sn1,1
Cl2 Ge1 Re1,1
B2 Os1 Rh1,1
Mg2 Os1 Te1,1
Co2 P1 Tl1,1
Ca2 Mg1 Sn1,0
Bi2 Cd1 Os1,1
Ba2 Co1 Si1,1
Cu2 K1 Tl1,0
Fe2 Os1 Ta1,1
Na2 Sr1 W1,1
Br2 Ga1 In1,1
Ag2 Hf1 V1,0
Ca2 Cl1 Hf1,0
K2 Pb1 Sb1,0
Ge2 Ni1 Rh1,1
Cu2 Mn1 Tc1,1
Bi2 Rh1 Ru1,1
Co2 In1 Tl1,1
Hf2 Li1 Na1,0
Bi2 Ca1 V1,1
Bi2 Mo1 Ti1,0
Cd2 Cl1 Li1,1
Ag2 Br1 In1,0
Ba2 Ge1 Li1,1
Cl2 Ir1 Re1,1
As2 Pd1 Re1,1
Ni2 W1 Zr1,1
B2 Mn1 Os1,1
B2 Co1 Pd1,1
Cl2 Hg1 Mg1,0
Au2 Sn1 Te1,1
Al2 Tc1 Zn1,1
Li2 Se1 Si1,0
Al2 Cd1 Nb1,1
Fe2 Nb1 Si1,0
Be2 Sb1 Se1,1
Ca2 Ni1 Rh1,0
Ba2 V1 W1,0
Ca2 Na1 Si1,0
Ag2 Ru1 Si1,1
Co2 Sb1 Sn1,1
Au2 Cd1 Ga1,1
K2 Re1 Zn1,1
Br2 Co1 Fe1,1
Hf2 Os1 Pd1,1
Ag2 Be1 Ga1,1
Ga2 Ir1 Tc1,0
Co2 Fe1 Ru1,1
Co2 In1 Te1,1
Cr2 Fe1 Pd1,1
Al2 K1 Pd1,0
Ca2 Ir1 Tc1,0
Au2 Br1 Mn1,0
K2 Pb1 Sr1,1
Bi2 Sn1 Zr1,1
Na2 Re1 V1,0
Ge2 Hf1 Rh1,1
P2 Rh1 Te1,0
Bi2 Br1 Ga1,1
Br2 Fe1 Na1,0
Co2 Ge1 Te1,1
B2 Ge1 Se1,1
Ga2 Si1 Ta1,1
Co2 Hg1 V1,1
Au2 P1 Sr1,0
Au2 B1 Na1,0
Cr2 Hf1 Ni1,1
Be2 Ge1 Os1,1
Br2 Cl1 Pb1,1
As2 Br1 In1,1
Mg2 Si1 Zn1,0
Cl2 Mn1 Zr1,1
Mo2 Tl1 W1,1
As2 Ba1 Cr1,0
Nb2 Pd1 Sb1,0
Pd2 Ru1 Tc1,1
Co2 Hf1 In1,1
Pd2 Pt1 V1,1
Hg2 P1 W1,1
Ba2 In1 Mg1,0
Mo2 Sb1 Si1,0
Cu2 In1 Mg1,1
Cl2 Mg1 V1,1
Li2 P1 Sb1,1
Ir2 Se1 Tl1,1
Hf2 Zn1 Zr1,0
Ag2 Na1 Zr1,0
As2 Os1 Ru1,1
Cr2 Ir1 Re1,1
Mn2 Tl1 V1,1
Co2 Cr1 Se1,1
Ga2 Ni1 Ti1,1
B2 Mn1 Ni1,0
Be2 Mg1 Pd1,0
Ge2 Sn1 Te1,1
Bi2 Hf1 Tl1,1
Ge2 In1 W1,1
Ag2 Al1 Ba1,0
Co2 Cr1 Tc1,1
B2 Co1 V1,1
Bi2 Ge1 K1,1
Fe2 Os1 Pt1,1
Au2 Mn1 W1,1
K2 Mo1 Re1,1
Al2 Mn1 Si1,1
P2 Sb1 Te1,1
Bi2 Hg1 Rh1,1
Ir2 Sr1 Tl1,1
Al2 Se1 Zr1,1
B2 Br1 K1,1
Ca2 Cl1 Pb1,1
Li2 P1 Te1,0
Co2 Pd1 Sn1,1
Ga2 Pt1 Sb1,1
K2 Sb1 Tc1,1
Cr2 Ga1 Te1,1
Cl2 Ge1 P1,1
Ag2 Pt1 Ti1,0
Au2 Nb1 Sn1,1
As2 Ta1 Tc1,1
Ca2 K1 Ni1,0
Ag2 In1 W1,1
Si2 Ta1 W1,1
Bi2 Mg1 V1,1
Ga2 Ge1 Ti1,1
In2 Ru1 Te1,1
Fe2 P1 Zr1,1
B2 Be1 Pb1,1
Pb2 Sb1 Sn1,1
K2 Tl1 Zr1,1
Fe2 Pb1 Ti1,1
Be2 Fe1 Mg1,0
Ga2 Se1 Tc1,1
B2 Be1 Sr1,0
Ag2 Cl1 Fe1,0
Hf2 P1 W1,1
As2 Re1 Te1,1
Hg2 Te1 Tl1,0
Ag2 As1 Ca1,0
Ag2 Be1 Bi1,1
Li2 Pb1 Se1,0
Cr2 In1 Ti1,1
Fe2 Hg1 Sb1,1
K2 Nb1 Os1,0
In2 W1 Zr1,1
Hf2 Pt1 Te1,1
Fe2 Li1 Zn1,0
B2 In1 Ti1,1
Al2 Sr1 Zn1,0
Ca2 Na1 Se1,0
Ba2 Mn1 Ta1,1
Be2 Cl1 Si1,1
In2 Se1 Zr1,1
Br2 Li1 Pb1,0
B2 Sr1 Tl1,1
Na2 Ta1 Ti1,0
Au2 Bi1 Zr1,1
Al2 As1 Ir1,1
Ge2 Li1 Pt1,1
Mg2 Re1 V1,1
K2 Pd1 Rh1,1
K2 Mg1 Ta1,1
Cd2 Cl1 Fe1,0
Ag2 As1 Br1,0
As2 Mg1 P1,1
Br2 Cr1 Si1,1
Mo2 Os1 Pb1,1
Cd2 Cl1 In1,0
Au2 B1 Ir1,1
B2 Be1 Tc1,1
Co2 In1 Ta1,1
Os2 Ru1 Tc1,1
K2 Mn1 Pb1,1
Br2 Ge1 Pb1,1
Al2 As1 Re1,1
Ga2 In1 Rh1,1
Pb2 Rh1 Si1,1
Cr2 Ge1 Sb1,1
Pt2 Tl1 Zr1,1
Bi2 Te1 Tl1,1
Nb2 Pb1 Sn1,0
Ag2 Be1 Se1,0
Ag2 Au1 B1,0
Ni2 Os1 Re1,1
Be2 Cu1 Re1,1
Al2 Mn1 Te1,1
Au2 Br1 Co1,0
Ga2 Tl1 Zn1,1
Na2 Os1 Te1,0
Hg2 Li1 Si1,0
Ba2 Ge1 Mn1,0
Co2 K1 Ti1,0
Ca2 Cr1 Mo1,0
Be2 Ca1 Mo1,0
Bi2 Sb1 V1,1
Fe2 Pb1 Ta1,1
Cd2 In1 Tc1,1
